Category,Message
non_spam,2mro i am not coming to gym machan. Goodnight.
non_spam,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
non_spam,Can u look 4 me in da lib i got stuff havent finish yet.
non_spam,Sounds great! Im going to sleep now. Have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
non_spam,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
non_spam,How come u got nothing to do?
non_spam,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
non_spam,i want to grasp your pretty booty :)
non_spam,I've got it down to a tea. not sure which flavour
non_spam,I'm going 2 orchard now laready me reaching soon. U reaching?
non_spam,Dear i am not denying your words please
non_spam,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
non_spam,COME BACK TO TAMPA FFFFUUUUUUU
non_spam,"2 celebrate my bday, y else?"
non_spam,Merry christmas to u too annie!
non_spam,Please tell me you have some of that special stock you were talking about
non_spam,I sent them. Do you like?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
non_spam,"Awesome, be there in a minute"
non_spam,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
non_spam,I've told you everything will stop. Just dont let her get dehydrated.
non_spam,Or I guess  &lt;#&gt;  min
non_spam,I'm home. Ard wat time will u reach?
non_spam,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
non_spam,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
non_spam,Aight should I just plan to come up later tonight?
non_spam,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
non_spam,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
non_spam,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
non_spam,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
non_spam,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
non_spam,Ranjith cal drpd Deeraj and deepak 5min hold
non_spam,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
non_spam,Hey u still at the gym?
non_spam,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
non_spam,Much better now thanks lol
non_spam,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
non_spam,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
non_spam,Wa... U so efficient... Gee... Thanx...
spam,3. You have received your mobile content. Enjoy
non_spam,S but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
non_spam,We will meet soon princess! Ttyl!
non_spam,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
non_spam,Oh :-)only 4 outside players allowed to play know
non_spam,I anything lor.
non_spam,Erutupalam thandiyachu
non_spam,"Y cant u try new invention to fly..i'm not joking.,"
non_spam,No..its ful of song lyrics..
non_spam,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
non_spam,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
non_spam,Shopping? Eh ger i toking abt syd leh...Haha
non_spam,What not under standing.
non_spam,have * good weekend.
non_spam,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
non_spam,Call me when you get the chance plz &lt;3
non_spam,The new deus ex game comin early next yr
non_spam,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
non_spam,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
non_spam,Probably a couple hours tops
non_spam,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
non_spam,Man this bus is so so so slow. I think you're gonna get there before me
non_spam,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
non_spam,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
non_spam,Ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
non_spam,Nvm take ur time.
non_spam,So wat's da decision?
non_spam,Wot is u up 2 then bitch?
non_spam,Stupid.its not possible
non_spam,She told to hr that he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
non_spam,When are you guys leaving?
non_spam,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
non_spam,Not able to do anything.
non_spam,Ü takin linear algebra today?
non_spam,This weekend is fine (an excuse not to do too much decorating)
non_spam,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
non_spam,Now project pa. After that only i can come.
spam,Money i have won wining number 946 wot do i do next
non_spam,"Sure, whenever you show the fuck up &gt;:("
non_spam,That was random saw my old roomate on campus. He graduated
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
non_spam,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
non_spam,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
non_spam,"Just got part Nottingnon_spam - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
non_spam,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
non_spam,Hi good mornin.. Thanku wish u d same..
non_spam,DO U WANT 2 MEET UP 2MORRO
non_spam,Actually I decided I was too hungry so I haven't left yet :V
non_spam,I've sent ü my part..
non_spam,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
non_spam,Understand. his loss is my gain :) so do you work? School?
non_spam,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
non_spam,"Hiya, probably coming home * weekend after next"
non_spam,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
non_spam,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
non_spam,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
non_spam,I have no money 4 steve mate! !
non_spam,IM LATE TELLMISS IM ON MY WAY
non_spam,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
non_spam,Normally i use to drink more water daily:)
non_spam,Dare i ask... Any luck with sorting out the car?
non_spam,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
non_spam,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
non_spam,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
non_spam,I've been trying to reach him without success
non_spam,when you and derek done with class?
non_spam,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
non_spam,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
non_spam,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
non_spam,Hope you are having a good week. Just checking in
non_spam,"Haha, my friend tyler literally just asked if you could get him a dubsack"
non_spam,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
non_spam,Great. Have a safe trip. Dont panic surrender all.
non_spam,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
non_spam,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
non_spam,Try to do something dear. You read something for exams
non_spam,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
non_spam,Gettin rdy to ship comp
non_spam,I am in hospital da. . I will return home in evening
non_spam,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
non_spam,Think + da. You wil do.
non_spam,I'm awake oh. What's up.
non_spam,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
non_spam,How much u trying to get?
non_spam,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
non_spam,Tell me again what your address is
non_spam,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
non_spam,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
non_spam,But you were together so you should be thinkin about him
non_spam,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
non_spam,At WHAT TIME should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
non_spam,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
non_spam,Omg how did u know what I ate?
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
non_spam,:( but your not here....
non_spam,Not directly behind... Abt 4 rows behind ü...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
non_spam,No plans yet. What are you doing ?
non_spam,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
non_spam,Not course. Only maths one day one chapter with in one month we can finish.
non_spam,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
non_spam,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
non_spam,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
non_spam,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
non_spam,Have you not finished work yet or something?
non_spam,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
non_spam,Right it wasnt you who phoned it was someone with a number like yours!
non_spam,It's ok i wun b angry. Msg u aft i come home tonight.
non_spam,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
non_spam,Yo sorry was in the shower sup
non_spam,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
non_spam,Full heat pa:-) i have applyed oil pa.
non_spam,I'm stuck in da middle of da row on da right hand side of da lt...
non_spam,Have you laid your airtel line to rest?
non_spam,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
non_spam,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
non_spam,And I don't plan on staying the night but I prolly won't be back til late
non_spam,THANX 4 PUTTIN DA FONE DOWN ON ME!!
non_spam,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
non_spam,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
non_spam,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
non_spam,We live in the next  &lt;#&gt; mins
non_spam,Y de asking like this.
non_spam,Just glad to be talking to you.
non_spam,Wat time ü finish?
non_spam,Sorry da. I gone mad so many pending works what to do.
non_spam,How much you got for cleaning
non_spam,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
non_spam,Ü called dad oredi...
non_spam,Good. do you think you could send me some pix? I would love to see your top and bottom...
non_spam,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
non_spam,"Sorry, I'll call later In meeting."
non_spam,THIS IS A LONG FUCKIN SHOWR
non_spam,"Received, understood n acted upon!"
non_spam,They finally came to fix the ceiling.
non_spam,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu snenon_spam"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
non_spam,Jus finish blowing my hair. U finish dinner already?
non_spam,I'm on the bus. Love you
non_spam,Lol ... I knew that .... I saw him in the dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
non_spam,Only saturday and sunday holiday so its very difficult:)
non_spam,Everybody had fun this evening. Miss you.
non_spam,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
non_spam,"I'm in a meeting, call me later at"
non_spam,Oh wow thats gay. Will firmware update help
non_spam,These won't do. Have to move on to morphine
non_spam,How come i din c ü... Yup i cut my hair...
non_spam,K k pa Had your lunch aha.
non_spam,Oh ho. Is this the first time u use these type of words
non_spam,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
non_spam,Of course. I guess god's just got me on hold right now.
non_spam,Do you hide anythiing or keeping distance from me
non_spam,Havent.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
non_spam,Sorry i din lock my keypad.
non_spam,Did u got that persons story
non_spam,Are you planning to come chennai?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
non_spam,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
non_spam,We are okay. Going to sleep now. Later
non_spam,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
non_spam,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
non_spam,Where r e meeting tmr?
non_spam,Lol yes. But it will add some spice to your day.
non_spam,Hope you are having a great day.
non_spam,Our Prasanth ettans mother passed away last night. Just pray for her and family.
non_spam,"K, I'll work something out"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
non_spam,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
non_spam,I cant pick the phone right now. Pls send a message
non_spam,You call him and tell now infront of them. Call him now.
non_spam,Ok no prob...
non_spam,Ladies first and genus second k .
non_spam,No. Yes please. Been swimming?
non_spam,Mum not going robinson already.
non_spam,Ok set let u noe e details later...
non_spam,Not..tel software name..
non_spam,I send the print  outs da.
non_spam,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
non_spam,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
non_spam,"I didnt get ur full msg..sometext is missing, send it again"
non_spam,"Probably not, I'm almost out of gas and I get some cash tomorrow"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
non_spam,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
non_spam,I'm leaving my house now.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
non_spam,Ü ready then call me...
non_spam,Wewa is 130. Iriver 255. All 128 mb.
non_spam,It is a good thing I'm now getting the connection to bw
non_spam,Sry da..jst nw only i came to home..
non_spam,"That's cool he'll be here all night, lemme know when you're around"
non_spam,Are you staying in town ?
non_spam,"Haha yeah, 2 oz is kind of a shitload"
non_spam,Ok u can take me shopping when u get paid =D
non_spam,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
non_spam,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
non_spam,But pls dont play in others life.
non_spam,Eatin my lunch...
non_spam,Hmmm.but you should give it on one day..
non_spam,"Didn't try, g and I decided not to head out"
non_spam,Ok no prob
non_spam,Surly ill give it to you:-) while coming to review.
non_spam,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
non_spam,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
non_spam,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
non_spam,A guy who gets used but is too dumb to realize it.
non_spam,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
non_spam,Don no da:)whats you plan?
non_spam,Yes fine
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
non_spam,I liked the new mobile
non_spam,Anytime...
non_spam,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
non_spam,Yar but they say got some error.
non_spam,Hey anyway i have to :-)
non_spam,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
non_spam,Wif my family booking tour package.
non_spam,"Did you say bold, then torch later. Or one torch and 2bold?"
non_spam,"Haha awesome, I might need to take you up on that, what you doin tonight?"
non_spam,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
non_spam,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
non_spam,Thats cool princess! I will cover your face in hot sticky cum :)
non_spam,Big brother‘s really scraped the barrel with this shower of social misfits
non_spam,Oops i thk i dun haf enuff... I go check then tell ü..
non_spam,S:)8 min to go for lunch:)
non_spam,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
non_spam,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
non_spam,My uncles in Atlanta. Wish you guys a great semester.
non_spam,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
non_spam,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
non_spam,"Yup. Anything lor, if u dun wan it's ok..."
non_spam,"I'm home, my love ... If your still awake ... *loving kiss*"
non_spam,HELLO PEACH! MY CAKE TASTS LUSH!
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
non_spam,"There'll be a minor shindig at my place later tonight, you interested?"
non_spam,Jason says it's cool if we pick some up from his place in like an hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
non_spam,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
non_spam,I've reached already.
non_spam,I dont know ask to my brother. Nothing problem some thing that. Just i told .
non_spam,K:)eng rocking in ashes:)
non_spam,Wat time r ü going to xin's hostel?
non_spam,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
non_spam,Oh k:)after that placement there ah?
non_spam,"Not for possession, especially not first offense"
non_spam,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
non_spam,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
non_spam,We have pizza if u want
non_spam,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
non_spam,Many more happy returns of the day. I wish you happy birthday.
non_spam,Ya very nice. . .be ready on thursday
non_spam,I am in hospital da. . I will return home in evening
non_spam,Thinking of u ;) x
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
non_spam,Orh i tot u say she now still dun believe.
non_spam,"When you just put in the + sign, choose my number and the pin will show. Right?"
non_spam,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
non_spam,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
non_spam,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
non_spam,Well boy am I glad G wasted all night at applebees for nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
non_spam,Ok lor... Or u wan me go look 4 u?
non_spam,U wan 2 haf lunch i'm in da canteen now.
non_spam,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
non_spam,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
non_spam,I'm home. Doc gave me pain meds says everything is fine.
non_spam,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
non_spam,Me too! Have a lovely night xxx
non_spam,Prepare to be pleasured :)
non_spam,Hi.:)technical support.providing assistance to us customer through call and email:)
non_spam,if you text on your way to cup stop that should work. And that should be BUS
non_spam,Whens your radio show?
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
non_spam,I'm not sure if its still available though
non_spam,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
non_spam,CHEERS LOU! YEAH WAS A GOODNITE Snon_spamE U NEVA CAME! C YA GAILxx
non_spam,Hi..i got the money da:)
non_spam,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
non_spam,Ok then u tell me wat time u coming later lor.
non_spam,U repeat e instructions again. Wat's e road name of ur house?
non_spam,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
non_spam,Quite lor. But dun tell him wait he get complacent...
non_spam,Sorry completely forgot * will pop em round this week if your still here?
non_spam,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
non_spam,O we cant see if we can join denis and mina? Or does denis want alone time
non_spam,Sen told that he is going to join his uncle finance in cbe
non_spam,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
non_spam,"Call me, i am senthil from hsbc."
non_spam,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
non_spam,Indeed and by the way it was either or - not both !
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
non_spam,Holy living christ what is taking you so long
non_spam,Ü thk of wat to eat tonight.
non_spam,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
non_spam,We're on the opposite side from where we dropped you off
non_spam,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
non_spam,Send me your resume:-)
non_spam,Gd luck 4 ur exams :-)
non_spam,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
non_spam,Sorry that was my uncle. I.ll keep in touch
non_spam,Saw Guys and Dolls last night with Patrick Swayze it was great
